OBJECTID,STUD_AR_ID,STUD_AR_NM,STUD_AR_LBL,TOOLKIT_ID,Acres,AC_PER_1K,RepPrkAc,NEED_DESCP,PCT_Walk,aggregationMethod,HasData,ORIGINAL_OID,sourceCountry,populationtotals_totpop_cy,householdtotals_avghhsz_cy,householdincome_medhinc_cy,educationalattainment_nohs_cy,educationalattainment_somehs_cy,educationalattainment_hsgrad_cy,educationalattainment_ged_cy,educationalattainment_smcoll_cy,educationalattainment_asscdeg_c,educationalattainment_bachdeg_c,educationalattainment_graddeg_c,educationalattainment_educbasec,sports_mp33003a_b_i,sports_mp33004a_b_i,sports_mp33005a_b_i,sports_mp33012a_b_i,sports_mp33014a_b_i,sports_mp33015a_b_i,sports_mp33016a_b_i,sports_mp33020a_b_i,sports_mp33024a_b_i,sports_mp33025a_b_i,sports_mp33026a_b_i,sports_mp33028a_b_i,sports_mp33029a_b_i,sports_mp33030a_b_i,F5yearincrements_pop0_cy,F5yearincrements_pop5_cy,F5yearincrements_pop10_cy,F5yearincrements_pop15_cy,F5yearincrements_pop20_cy,F5yearincrements_pop25_cy,F5yearincrements_pop30_cy,F5yearincrements_pop35_cy,F5yearincrements_pop40_cy,F5yearincrements_pop45_cy,F5yearincrements_pop50_cy,F5yearincrements_pop55_cy,F5yearincrements_pop60_cy,F5yearincrements_pop65_cy,F5yearincrements_pop70_cy,F5yearincrements_pop75_cy,F5yearincrements_pop80_cy,F5yearincrements_pop85_cy,F5yearincrements_pop18up_cy,F1yearincrements_age18_cy,F1yearincrements_age19_cy,MEAN_Asthma,MEAN_Low_Birth_Weight,MEAN_Cardiovascular,aggregationMethod_1,HasData_1,ORIGINAL_OID_1,sourceCountry_1,raceandhispanicorigin_hisppop_c,raceandhispanicorigin_nonhisp_c,raceandhispanicorigin_nhspwht_c,raceandhispanicorigin_nhspblk_c,raceandhispanicorigin_nhspai_cy,raceandhispanicorigin_nhspasn_c,raceandhispanicorigin_nhsppi_cy,raceandhispanicorigin_nhspoth_c,raceandhispanicorigin_nhspmlt_c,Age0_17Pct,Age18_34Pct,Age35_54Pct,Age55_69Pct,Age70upPct,HispanicPct,WhitePct,Black_Pct,Asian_Pct,Am_Indian,Pac_Island,Other_Race,Multi_Race,No_HS,HS_Grad,Some_College,College,unemprt_cy,SHAPE_Length,SHAPE_Area
74,186,City of Redondo Beach,City of Redondo Beach,186,3970.93356594,1.368521,92.679,Moderate,87.33694342,,,,,67740,2.32,120818,660,991,4543,639,8604,4035,18565,11859,49896,131,129,132,95,126,183,102,162,105,91,135,168,94,122,3488,3640,3912,3228,3574,4886,4321,5283,4997,5375,5300,5349,4508,3565,2602,1670,1038,1002,54692,616,604,26.66913287,4.23246511,6.05161337,BlockApportionment:US.BlockGroups,1,74,US,11399,56341,41107,1761,161,9355,183,283,3490,19.26188367,20.66873339,30.93445527,19.81399469,9.31798051,16.82757603,60.68349572,2.5996457,13.81015648,0.23767346,0.27015058,0.41777384,5.15205196,3,10,25,61,13.6,100956.359107354,-172973174.237514
75,040,City of Artesia,City of Artesia,40,1038.7255183,1.002206,16.9,High,46.24520405,,,,,16868,3.53,65469,1336,945,2674,161,2163,1070,2824,981,12154,103,95,78,69,55,115,80,112,102,83,82,131,89,109,850,876,905,1011,1072,1354,1245,1169,991,1146,1085,1140,1139,897,664,502,359,463,13625,202,197,34.55336508,5.6809201,9.03508101,BlockApportionment:US.BlockGroups,1,75,US,6100,10768,3074,498,34,6702,36,70,354,19.2257529,24.12852739,26.03153901,18.8285511,11.78562959,36.16314916,18.22385582,2.95233578,39.73203699,0.20156509,0.21342186,0.41498696,2.09864833,19,23,27,31,15.2,40937.7809957551,-45246702.5898614
76,128,City of Hermosa Beach,City of Hermosa Beach,128,937.6921085,2.048564,40.453,Moderate,99.99988131,,,,,19837,2.07,140221,134,165,855,92,1604,846,7458,4142,15296,129,132,109,102,134,199,112,186,98,98,140,220,109,123,870,820,864,842,1145,1982,1824,2097,1635,1499,1433,1415,1026,851,665,406,246,217,16759,154,164,13.00430495,4.02864554,5.33745529,BlockApportionment:US.BlockGroups,1,76,US,1899,17938,15403,221,28,1352,46,52,836,15.51645914,26.56147603,33.59378938,16.5952513,7.73302415,9.57302011,77.64782981,1.11407975,6.81554671,0.14115038,0.2318899,0.26213641,4.21434693,2,6,16,76,12.4,28731.9356710298,-40845704.8628255
77,041,City of Hawaiian Gardens,City of Hawaiian Gardens,41,610.72702703,0.104052,1.487,Moderate,68.43994716,,,,,14275,4.01,47283,1768,1195,2166,250,1565,352,743,298,8337,125,49,74,73,23,52,54,54,122,98,45,77,93,56,1222,1221,1146,1107,1243,1382,1152,984,790,838,760,636,549,442,333,216,140,116,10030,227,223,55.08590855,4.99943646,8.6595156,BlockApportionment:US.BlockGroups,1,77,US,11101,3174,903,408,43,1621,51,12,136,29.73730298,29.61120841,23.62171629,11.39754816,5.63922942,77.76532399,6.32574431,2.85814361,11.35551664,0.30122592,0.35726795,0.08406305,0.95271454,36,29,23,12,20.8,25736.2759472279,-26603162.8845988
78,141,City of Signal Hill,City of Signal Hill,141,1407.8447828,8.151555,93.588,Very Low,97.0520244,,,,,11905,2.69,81851,704,409,870,156,1749,721,2134,1319,8062,123,121,120,96,90,135,86,131,177,110,106,133,83,116,779,778,787,740,758,801,892,860,782,812,846,804,699,561,483,251,127,144,9112,147,144,41.3651631,5.38117215,7.6940023,BlockApportionment:US.BlockGroups,1,78,US,3912,7992,3199,1425,28,2701,116,37,488,23.46073079,23.03233935,27.71944561,17.33725325,8.44183116,32.8601428,26.87106258,11.9697606,22.68794624,0.2351953,0.97438051,0.31079378,4.09911802,14,13,31,43,16.3,56564.3509616427,-61325473.4362331
79,062,City of Lomita,City of Lomita,62,1227.49834337,0.515436,10.652,Moderate,51.61136886,,,,,20745,2.51,75036,723,955,3191,445,3068,1173,3511,1791,14857,110,118,114,92,84,120,90,134,180,105,100,138,75,117,1124,1136,1245,1176,1207,1435,1397,1413,1292,1301,1513,1521,1502,1213,877,601,367,425,16534,234,236,40.88984387,4.80145763,6.11472804,BlockApportionment:US.BlockGroups,1,79,US,7203,13541,8215,831,76,3350,110,60,899,20.2988672,21.73535792,26.60400096,20.41937816,10.94239576,34.72161967,39.59990359,4.00578453,16.14846951,0.36635334,0.53024825,0.28922632,4.33357436,11,24,29,36,15.9,44414.9722558818,-53469613.9579289
80,046,City of Palos Verdes Estates,City of Palos Verdes Estates,46,3054.18723205,32.229568,441.674,Very Low,45.15836207,,,,,13609,2.66,200001,24,82,441,57,1109,556,4301,3490,10060,76,76,121,71,159,159,112,167,107,73,152,194,72,148,438,683,955,958,515,353,308,457,560,832,1119,1289,1122,1147,1005,767,532,569,10863,172,116,19.50081045,4.28726854,5.76330343,BlockApportionment:US.BlockGroups,1,80,US,711,12898,9402,157,14,2759,8,22,536,20.1778235,10.75758689,21.80909692,26.14446322,21.11102947,5.2244838,69.08663385,1.15364832,20.27334852,0.1028731,0.05878463,0.16165773,3.93857006,1,5,17,77,10.3,70700.078198259,-133039863.667137
81,170,City of Rancho Palos Verdes,City of Rancho Palos Verdes,170,8661.12289493,20,849.5,Very Low,52.02536483,,,,,42792,2.68,145190,239,546,2396,176,4290,2164,11349,10692,31852,86,88,108,72,134,153,111,148,104,74,135,178,78,142,1463,1926,2615,2875,2061,1774,1697,1756,1890,2634,3304,3841,3452,2856,2690,2309,1786,1862,34868,562,393,11.55910875,3.98242153,3.94499782,BlockApportionment:US.BlockGroups,1,81,US,3973,38819,21626,1065,53,14038,45,90,1901,18.5174799,15.15937558,22.39670967,23.71704992,20.20704805,9.28444569,50.53748364,2.48878295,32.80519723,0.12385493,0.10515984,0.21031969,4.44241914,2,8,20,69,12,201744.864426897,-377277004.19055
82,036,Unincorporated Littlerock,Unincorporated Littlerock,36,36278.79200539,1.93886,15.063,Very Low,2.11754831,,,,,13421,3.75,59823,1792,1246,2083,290,1742,727,638,118,8636,124,95,79,84,57,95,45,103,122,60,80,50,98,81,911,942,951,965,1018,1252,995,761,654,665,824,892,810,666,476,305,196,137,10038,192,193,45.55758361,2.93656314,8.05827559,BlockApportionment:US.BlockGroups,1,82,US,8302,5119,3882,730,48,149,15,20,275,25.20676552,27.19618508,21.63773191,17.64399076,8.30042471,61.8582818,28.92481931,5.43923702,1.11020043,0.35764846,0.11176514,0.14902019,2.04902764,35,27,29,9,19.1,194176.738092662,-1580297858.54424
83,014,Unincorporated La Crescenta - Montrose,Unincorporated La Crescenta - Montrose,14,2207.87611557,2.3,45.732,Very Low,17.84225929,,,,,21202,2.83,106521,430,500,2152,101,2517,1528,5142,3110,15480,99,104,111,77,106,144,101,145,120,87,116,160,85,130,829,968,1208,1407,1309,1383,1198,1304,1220,1467,1670,1808,1735,1296,965,621,391,420,17329,285,255,32.70523276,3.57325088,7.57782788,BlockApportionment:US.BlockGroups,1,83,US,2523,18678,10916,131,34,6922,11,28,636,18.26714461,20.89425526,26.70031129,22.82331855,11.30553721,11.89982077,51.4857089,0.61786624,32.64786341,0.16036223,0.0518819,0.13206301,2.99971701,6,15,26,53,13.5,55804.1638781003,-96174698.8942037
84,047,Unincorporated Altadena,Unincorporated Altadena,47,5650.14573419,0.893305,38.095,Low,32.13252719,,,,,43083,2.79,103961,1982,1118,4375,385,6053,2542,7465,7002,30922,120,105,110,78,105,136,91,122,120,83,112,115,80,115,2169,2440,2774,2506,2272,2493,2515,2583,2547,2902,3213,3375,3113,2752,2136,1399,934,959,34133,499,441,39.22749346,5.12916868,5.94337786,BlockApportionment:US.BlockGroups,1,84,US,12487,30596,16071,9507,83,2660,65,182,2028,20.77385512,19.07945129,26.10078221,21.44697444,12.59893694,28.98358982,37.30241627,22.06670845,6.17412901,0.19265139,0.15087157,0.42244041,4.70719309,10,15,28,47,15,100215.161438096,-246119363.701001
85,005,Unincorporated Covina Islands,Unincorporated Covina Islands,5,361.91073533,0,0,Moderate,3.71615794,,,,,5501,3.82,85498,330,397,941,97,1009,277,355,244,3650,127,93,71,83,48,96,34,105,128,60,79,34,97,77,348,364,367,381,390,458,450,356,320,339,396,322,300,260,163,121,68,98,4195,73,80,40.06306805,4.35870169,7.50114327,BlockApportionment:US.BlockGroups,1,85,US,3973,1528,814,122,2,496,14,15,66,23.74113797,26.37702236,25.64988184,16.03344846,8.18033085,72.22323214,14.79730958,2.21777859,9.01654245,0.03635703,0.25449918,0.27267769,1.19978186,20,28,35,16,16.8,24444.7597651897,-15764768.5718714
86,020,Unincorporated San Jose Hills,Unincorporated San Jose Hills,20,969.97968097,0.338277,7.048,Moderate,48.56888084,,,,,20931,5.01,64973,3152,1658,3469,331,2288,649,884,512,12943,126,79,77,80,42,83,44,89,123,72,69,53,94,71,1606,1644,1579,1498,1661,1942,1911,1464,1220,1243,1190,1057,914,704,547,357,224,172,15202,296,302,49.95489635,4.38134301,7.98641172,BlockApportionment:US.BlockGroups,1,86,US,17903,3028,765,223,19,1878,21,29,93,27.37088529,29.20070709,24.4469925,12.78008695,6.21088338,85.53341933,3.65486599,1.06540538,8.97233768,0.09077445,0.10032965,0.13855048,0.44431704,37,29,23,11,18.7,47908.0140611554,-42252145.8939606
87,065,Unincorporated West Whittier - Los Nietos,Unincorporated West Whittier - Los Nietos,65,1756.78153512,3.3,88.2,Low,36.93131971,,,,,26487,3.83,75317,2063,2155,5366,469,3439,1116,1953,780,17341,127,85,74,82,47,89,41,94,125,67,73,44,97,73,1748,1811,1807,1863,1919,2127,2088,1875,1711,1671,1540,1471,1329,1189,868,572,410,488,20014,395,361,66.33284934,5.49842767,14.86387453,BlockApportionment:US.BlockGroups,1,87,US,23413,3074,2178,178,78,414,29,58,139,24.43840375,26.01276098,25.66164534,15.06021822,8.82697172,88.39430664,8.2229018,0.67202779,1.56303092,0.29448409,0.10948767,0.21897535,0.52478574,24,34,26,16,14.9,79920.0530760909,-76525097.5685224
88,080,Unincorporated Florence-Firestone,Unincorporated Florence-Firestone,80,2277.53599969,1.220454,78.823,Very High,59.28789351,,,,,65263,4.6,40139,12751,6568,8306,556,4425,1230,1531,488,35855,129,32,71,68,18,37,58,38,104,96,34,84,91,43,6321,6096,5607,5367,6015,6452,5296,4425,3705,3621,3227,2668,2312,1680,1104,673,377,316,43999,1062,1067,78.21659613,5.88962407,11.94926926,BlockApportionment:US.BlockGroups,1,88,US,59366,5897,370,5128,48,100,9,91,151,32.58201431,30.47975116,22.95021682,10.2048634,3.78468658,90.96425233,0.56693686,7.85743836,0.15322618,0.07354857,0.01379036,0.13943582,0.23137153,54,25,16,6,18.7,65692.6755171377,-99209071.3092377
89,021,Unincorporated Walnut Park,Unincorporated Walnut Park,21,476.70237656,0.078325,1.255,Very High,40.12736617,,,,,16657,4.44,51769,3522,1741,2108,145,1451,408,616,228,10219,129,45,71,71,26,52,52,54,110,86,45,72,92,51,1293,1296,1254,1206,1389,1522,1349,1262,1028,1002,920,823,691,588,444,280,168,142,12104,239,257,56.02564964,5.23398297,10.51080884,BlockApportionment:US.BlockGroups,1,89,US,16259,398,235,26,14,82,2,19,20,27.33385364,28.55256049,25.28666627,12.61931921,6.20760041,97.61061416,1.41081827,0.15609053,0.49228553,0.08404875,0.01200696,0.11406616,0.12006964,52,22,18,8,16.9,23576.3098263758,-20765072.4622544
90,015,Unincorporated Lennox,Unincorporated Lennox,15,705.04298079,0.242638,5.636,Very High,47.19386314,,,,,23303,4.34,43135,3789,2537,3008,430,1992,421,1000,195,13372,125,34,72,72,17,36,59,37,104,97,32,87,94,43,2033,1970,1868,1836,2224,2326,1876,1588,1357,1383,1219,1084,897,674,452,269,145,103,16324,357,369,66.44977038,6.20472037,10.67287749,BlockApportionment:US.BlockGroups,1,90,US,21741,1562,391,676,20,176,183,36,79,29.94893361,30.6913273,23.80380209,11.39338283,4.15826288,93.29700039,1.67789555,2.90091405,0.75526756,0.08582586,0.78530661,0.15448655,0.33901214,47,26,18,9,21.8,32852.1027104222,-30711549.396828
91,113,Unincorporated Willowbrook,Unincorporated Willowbrook,113,2567.1512004,3.601261,145.707,High,66.08841594,,,,,41584,4.16,48624,5615,4277,6477,531,4237,1511,1350,474,24472,110,95,66,93,30,48,63,72,108,87,47,66,84,58,3555,3476,3310,3202,3569,3958,3320,2612,2348,2221,2144,2107,1875,1440,963,597,420,468,29308,631,636,84.2868861,6.63678566,10.01517929,BlockApportionment:US.BlockGroups,1,91,US,27467,14117,327,13162,53,108,66,84,316,29.5209696,29.13139669,22.42449019,13.03866872,5.88687957,66.05184686,0.78636014,31.65159677,0.25971528,0.12745287,0.15871489,0.20200077,0.75990766,40,29,23,7,18.6,87804.4940178198,-111824658.989479
92,013,Unincorporated Del Aire,Unincorporated Del Aire,13,652.18406811,0.653998,6.608,High,59.14052854,,,,,10935,3.05,90974,486,496,1465,77,1319,662,2111,945,7561,122,102,99,83,78,108,69,114,142,82,93,76,82,97,635,696,746,610,688,868,835,819,700,737,718,757,665,495,365,258,171,172,8485,119,118,64.43874017,5.41094702,9.01291891,BlockApportionment:US.BlockGroups,1,92,US,5650,5285,3267,468,28,984,132,42,364,22.40512117,24.03292181,27.19707362,17.5308642,8.8340192,51.6689529,29.87654321,4.27983539,8.99862826,0.25605853,1.20713306,0.38408779,3.32876086,13,20,26,40,17.2,34119.0772338962,-28409024.370453
93,024,Unincorporated West Rancho Dominguez,Unincorporated West Rancho Dominguez,24,1052.17073766,1.533241,8.902,Very Low,54.25218773,,,,,5717,3.73,54042,540,333,944,83,1020,216,383,174,3693,88,119,60,115,51,54,85,76,71,75,60,43,66,70,389,412,413,394,416,487,437,328,342,331,381,346,332,242,158,117,96,97,4270,80,80,80.43777151,6.574795,10.75794107,BlockApportionment:US.BlockGroups,1,93,US,2721,2996,59,2770,11,48,15,15,79,25.31047752,26.23753717,24.17351758,16.09235613,8.1861116,47.59489243,1.0320098,48.45198531,0.83960119,0.19240861,0.26237537,0.26237537,1.38184362,24,28,33,15,18.8,30770.8858174826,-45832374.0023184
94,012,Unincorporated Compton,Unincorporated Compton,12,1728.53879713,3.204554,8.444,Low,3.46211975,,,,,2701,2.58,65870,128,262,583,53,565,187,210,56,2044,70,149,47,150,43,35,86,82,59,69,39,47,46,71,111,130,144,137,134,167,164,130,132,198,189,200,207,212,172,130,81,62,2239,30,30,106.65964476,9.97852442,12.44848621,BlockApportionment:US.BlockGroups,1,94,US,804,1897,665,969,14,137,21,8,83,17.10477601,19.43724546,24.02813773,22.91743799,16.47537949,29.76675305,24.62051092,35.87560163,5.07219548,0.51832655,0.77748982,0.2961866,3.07293595,19,31,37,13,16.7,41411.5093666443,-75294848.8227926
95,022,Unincorporated West Athens-Westmont,Unincorporated West Athens-Westmont,22,2036.80665876,0.169177,6.985,Very High,25.91485969,,,,,41592,3.32,38925,3795,3174,7234,718,6226,1687,1760,967,25561,100,144,68,108,30,45,72,91,110,95,55,75,81,62,3229,3266,3185,3074,3277,3806,3058,2638,2273,2336,2386,2371,2149,1599,1201,805,546,393,30077,639,600,106.19893037,8.07340966,10.32308902,BlockApportionment:US.BlockGroups,1,95,US,20310,21281,407,19753,47,252,37,187,599,27.68561262,27.36103097,23.16070398,14.71196384,7.08068859,48.83150606,0.97855357,47.49230621,0.60588575,0.1130025,0.08895942,0.44960569,1.4401808,27,31,31,11,20.3,54988.5835374891,-88722943.1627494
96,183,City of LA Northeast Los Angeles - North,City of LA Northeast Los Angeles - North,183,9611.01163863,3.636028,542.128,Moderate,49.63644935,,,,,148064,3.04,68431,11480,9170,16500,2249,17492,7096,24521,12253,100761,114,93,96,87,54,93,71,99,158,107,78,101,87,91,8655,8981,9155,9671,10843,11934,10973,10758,10115,10400,9617,8876,7894,6766,5296,3531,2263,2336,115937,2086,2248,51.81512084,5.51211866,7.34633658,BlockApportionment:US.BlockGroups,1,96,US,92029,56036,24310,2284,311,25867,109,302,2853,21.69804949,25.7213097,27.61643614,15.89582883,9.06770045,62.15487897,16.41857575,1.54257618,17.47014804,0.21004431,0.07361681,0.20396585,1.92686946,20,19,24,36,17.6,132243.965471669,-418653992.357522
97,103,City of LA Hollywood - North,City of LA Hollywood - North,103,12826.100329,44.448268,4322.683,Moderate,47.33060294,,,,,102455,1.82,70164,2287,1913,8963,907,13175,4763,34904,17681,84593,103,128,114,109,105,152,112,161,129,112,121,180,116,103,3212,2990,2762,3077,5821,11015,12030,10899,8761,7878,6956,6477,5606,4663,3827,2560,1872,2049,91910,673,822,26.35689876,2.17809141,6.46378957,BlockApportionment:US.BlockGroups,1,97,US,19461,82993,63165,4542,219,10815,92,323,3837,10.29232346,29.63349763,33.66746376,16.34473671,10.06100239,18.99468059,61.65145674,4.43316578,10.55585379,0.21375238,0.08979552,0.31526036,3.74505881,5,12,21,62,19.2,140284.112644136,-558702695.513727
98,107,City of LA West Adams,City of LA West Adams,107,3758.70020818,0.377223,36.809,Very High,45.59170026,,,,,97730,3.1,49053,10299,6135,12670,1197,12735,3625,11469,5535,63665,101,101,89,91,32,70,72,86,166,130,66,90,92,88,6600,6413,6458,6712,7884,8897,7702,7281,6563,6352,6117,5501,4899,3824,2711,1716,1029,1070,74217,1295,1374,70.25162758,6.34117644,8.35049766,BlockApportionment:US.BlockGroups,1,98,US,59623,38107,6068,24353,176,4782,128,495,2105,24.05914254,27.78266653,26.92417886,14.55438453,6.67758109,61.00787885,6.20894301,24.91865343,4.89307275,0.180088,0.13097309,0.50649749,2.15389338,26,22,26,27,18.4,70626.7147902589,-163728326.152874
99,163,City of LA Southeast Los Angeles,City of LA Southeast Los Angeles,163,5568.01105821,1.096769,169.057,Very High,56.92235236,,,,,156038,4.27,36308,22356,15345,22763,1773,13519,3894,4043,987,84680,125,66,72,76,19,41,59,56,112,96,41,84,91,46,15509,14851,13730,12961,14305,15461,12308,10173,8488,8088,7526,6843,5872,4130,2494,1558,912,828,104162,2578,2597,83.15415231,7.13003108,11.0276584,BlockApportionment:US.BlockGroups,1,99,US,114420,41619,934,38591,188,322,89,297,1197,33.24574783,30.28044451,21.9658032,10.79544726,3.71191633,73.32829183,0.59857214,24.7317961,0.20635999,0.12048347,0.05703739,0.19033825,0.76712083,45,29,21,6,20.8,91676.9327162106,-242541591.526228
100,044,City of LA Van Nuys - North Sherman Oaks,City of LA Van Nuys - North Sherman Oaks,44,3990.86390752,0.182068,14.909,Very High,16.93543096,,,,,82503,2.85,52774,8482,4256,10858,955,10343,3766,11406,4812,54878,94,105,97,95,33,79,68,91,174,133,70,98,100,91,5573,5192,5117,5191,6552,7547,6671,6513,5676,5536,5131,4590,3899,3001,2196,1556,1070,1490,63555,1005,1120,65.64696952,6.07440054,10.560458,BlockApportionment:US.BlockGroups,1,100,US,47519,34983,21460,4192,158,6969,74,266,1865,22.96643758,27.75050604,27.70323503,13.9267663,7.65063089,57.59669345,26.01117535,5.08102736,8.44696556,0.19150819,0.08969371,0.32241252,2.26052386,23,22,26,30,18.2,63037.9781510842,-173841336.444165
